"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"7360214221","VNY       ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","300         ","Ft Washington Ave   ","                    ","21190","37210","37230"
"7388682648","XH961Y    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","BX   ","F","1729        ","University Ave      ","                    ","70620","74480","48220"
"7258358018","YWH3802   ","PA","PAS","20100327","48-Bike Lane                                                                     ","48","115","K    ","F","2588        ","Bedford Ave         ","                    ","18630","13880","65030"
"7848962301","XK588B    ","NJ","PAS","20100302","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","359         ","W 20th St           ","                    ","34170","10810","10910"
"7411562506","XL291S    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","BX   ","O","1709        ","University Ave      ","                    ","70620","74480","48220"
"7405781974","WGS200    ","NY","PAS","20100322","48-Bike Lane                                                                     ","48","115","BX   ","O","1111        ","Gerard Ave          ","                    ","35020","26610","50120"
"7274257419","XS799B    ","NJ","PAS","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","189         ","Chrystie St         ","                    ","15310","29890","31490"
"7318291490","XN233V    ","NH","PAS","20100302","48-Bike Lane                                                                     ","48","115","NY   ","F","2025        ","1st Ave             ","                    ","10010","19050","19070"
"7301509686","XN243T    ","NJ","PAS","20100302","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","50          ","W 77th St           ","                    ","35310","14510","15710"
"7940954295","XN661R    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","NY   ","O","35          ","E 9th St            ","                    ","17170","32645","13610"
"7024029043","WPT96J    ","NJ","PAS","20100319","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","3184        ","Grand Concourse     ","                    ","36420","27810","65720"
"7626214791","XR647G    ","NJ","PAS","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","312         ","E 91st St           ","                    ","18810","10110","10010"
"7912063924","XK931B    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","414         ","W 20th St           ","                    ","34170","10910","11010"
"7932935416","XP706Y    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","NY   ","O","45          ","Madison St          ","                    ","25490","23690","27490"
"7729892443","YJW8253   ","PA","PAS","20100324","48-Bike Lane                                                                     ","48","115","K    ","F","912         ","Manhattan Ave       ","                    ","58330","46030","54010"
"7942578458","XRG7465   ","VA","PAS","20100302","48-Bike Lane                                                                     ","48","115","NY   ","F","19          ","E Broadway          ","                    ","19690","14310","25890"
"7222735069","XD725R    ","NJ","PAS","20100320","48-Bike Lane                                                                     ","48","115","K    ","F","823         ","E New York Ave      ","                    ","38330","86030","75430"
"7972492244","XD911X    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","O","114         ","E 90th St           ","                    ","18790","27790","24890"
"7303857576","XD942H    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","O","217         ","W 106th St          ","                    ","35890","11710","13610"
"7717718250","XW8307    ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","NY   ","F","303         ","W 106th St          ","                    ","35890","44990","29690"
"7711306404","XF799Y    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","250         ","Fort Washington Ave ","                    ","21190","37170","37190"
"7319821266","XY1265    ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","NY   ","F","180         ","W 90th St           ","                    ","35570","15710","11710"
"7110598780","WAX50D    ","NJ","PAS","20100318","48-Bike Lane                                                                     ","48","115","Q    ","F","45-05       ","34th Ave            ","                    ","08440","10240","10390"
"1290538335","XG846H    ","NJ","PAS","20100316","                                                                                 ","48","115","BX   ","F","1970        ","UNIVERSITY AVE      ","                    ","70620","52420","75370"
"7892532225","XH432D    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Clinton St          ","80ft S/of Grand St  ","15510","00000","00000"
"7935042160","XH432D    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","184         ","Avenue C            ","                    ","12310","17210","17230"
"7978912760","XH644N    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","30          ","Seaman Ave          ","                    ","30190","16910","16210"
"7524650942","XH802L    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","K    ","F","100         ","De Kalb Ave         ","                    ","31530","63985","13230"
"7866523551","XJ243F    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","O","45          ","Gramercy Park       ","                    ","21590","17410","24890"
"7940958150","XJ271F    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","O","445         ","Lafayette St        ","                    ","24390","17070","11820"
"7411037709","X3133Z    ","NJ","PAS","20100329","48-Bike Lane                                                                     ","48","115","BX   ","F","1540        ","Grand Concourse     ","                    ","36420","61920","38820"
"7033223675","X3228Z    ","NJ","PAS","20100329","48-Bike Lane                                                                     ","48","115","BX   ","F","1052        ","Gerard Ave          ","                    ","35020","26610","50120"
"7892531919","XJ701B    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","131         ","Chrystie St         ","                    ","15310","13810","16310"
"7729319780","XL983N    ","NJ","PAS","20100320","48-Bike Lane                                                                     ","48","115","K    ","O","332         ","9th St              ","                    ","06030","05580","05680"
"7336100302","XM1011    ","NV","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","228         ","Ft Washington Ave   ","                    ","21190","37150","37170"
"7388690955","XS940S    ","NJ","PAS","20100325","48-Bike Lane                                                                     ","48","115","BX   ","F","1770        ","Grand Concourse     ","                    ","36420","20120","26910"
"7902881170","YUC34H    ","NJ","PAS","20100325","48-Bike Lane                                                                     ","48","115","NY   ","F","632         ","Hudson St           ","                    ","23190","23790","23090"
"7909809888","XN922J    ","NJ","PAS","20100320","48-Bike Lane                                                                     ","48","115","NY   ","O","530         ","E 20th St           ","                    ","17390","31710","31710"
"7941361292","XP103B    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","55          ","5th Ave             ","                    ","10410","17230","17250"
"7736832900","XP171K    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","K    ","F","92          ","Manhattan Ave       ","                    ","58330","59730","20130"
"7319430368","XP235F    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","144         ","Seaman Ave          ","                    ","30190","28390","37690"
"7246341857","XP299E    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","K    ","I","E           ","7th Ave             ","30ft S/of 84th St   ","05780","00000","00000"
"7283859573","XJ674J    ","NJ","PAS","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","211         ","W 106th St          ","                    ","35890","11710","13610"
"7443114680","XP618F    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","Q    ","F","141-24      ","Jewel Ave           ","                    ","51590","22740","54580"
"7187413919","XS396A    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","281         ","Lafayette St        ","                    ","24390","29290","24010"
"7881361396","XT847P    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","332         ","E 9th St            ","                    ","17170","10110","10010"
"7943342495","UBL50V    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","F","24          ","E Broadway          ","                    ","19690","14310","25890"
"7895751554","XR832P    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","511         ","E 20th St           ","                    ","17390","31710","31710"
"7714184486","WGU77E    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","O","757         ","St Nicholas Ave     ","                    ","31190","36730","36750"
"7265466767","WHH97E    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","O","110         ","Lafayette St        ","                    ","24390","32900","14010"
"7902881375","XE379R    ","NJ","PAS","20100325","48-Bike Lane                                                                     ","48","115","NY   ","O","45          ","5th Ave             ","                    ","10410","17210","17230"
"7183097742","WXM97A    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","F","206         ","W 106th St          ","                    ","35890","11710","13610"
"7381463090","XS713J    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","NY   ","O","255         ","Ft Washington Ave   ","                    ","21190","37170","37190"
"7895749780","XH432D    ","NJ","PAS","20100315","48-Bike Lane                                                                     ","48","115","NY   ","O","185         ","Avenue C            ","                    ","12310","17210","17230"
"7731222767","XE294N    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","K    ","O","1234        ","E New York Ave      ","                    ","38330","86530","84230"
"7900978008","XH432D    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","O","185         ","Avenue C            ","                    ","12310","17210","17230"
"7998945473","XT186T    ","NJ","PAS","20100302","48-Bike Lane                                                                     ","48","115","NY   ","O","751         ","St Nicholas Ave     ","                    ","31190","36710","36730"
"7406944998","XS342K    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","BX   ","F","2476        ","Grand Concourse     ","                    ","36420","27300","29220"
"7191767303","XS345H    ","NJ","PAS","20100322","48-Bike Lane                                                                     ","48","115","BX   ","F","1719        ","University Ave      ","                    ","70620","74480","48220"
"7334658978","ZES61A    ","NJ","PAS","20100315","48-Bike Lane                                                                     ","48","115","NY   ","O","1606        ","1st Ave             ","                    ","10010","18650","18670"
"7690517560","XM211L    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","K    ","I","W           ","Bedford Ave         ","5ft N/of Crown St   ","18630","00000","00000"
"7537829860","XN353D    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","K    ","F","300         ","5th Ave             ","                    ","05580","05080","05230"
"7388683150","XP123U    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","BX   ","F","2501        ","Grand Concourse     ","                    ","36420","29220","27420"
"7714656712","XS708J    ","NJ","PAS","20100319","48-Bike Lane                                                                     ","48","115","NY   ","O","144         ","Seaman Ave          ","                    ","30190","28390","37690"
"7530564754","XS650E    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","K    ","O","522         ","3rd Ave             ","                    ","05280","06330","06430"
"7871566799","VNG83F    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","NY   ","F","925         ","8th Ave             ","                    ","10810","34850","34870"
"7191384451","VVT39S    ","NJ","PAS","20100327","48-Bike Lane                                                                     ","48","115","Q    ","F","136-23      ","Sanford Ave         ","                    ","61390","54580","52390"
"7938945006","XT803H    ","NJ","PAS","20100303","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","145         ","4th Ave             ","                    ","10350","17250","17270"
"7360210720","X5022Y    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","F","737         ","St Nicholas Ave     ","                    ","31190","36690","36710"
"7978908902","X95F76    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","O","1005        ","St Andrews Plz      ","                    ","30840","40404","40404"
"7349126086","XS9609    ","NM","PAS","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","2105        ","1st Ave             ","                    ","10010","19130","19150"
"7871773860","X9963X    ","NJ","PAS","20100303","48-Bike Lane                                                           Y015001003","48","115","NY   ","I","E           ","5th Ave             ","5ft S/of E 18th St  ","10410","00000","00000"
"7260383744","YHM12P    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Greenwich St        ","25ft S/of Christophe","21790","00000","00000"
"7714183895","VWT38T    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","NY   ","F","75-73       ","Seaman Ave          ","                    ","30190","11310","37630"
"7714184530","YPJ1151   ","NC","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","W 146th St          ","3ft S/of W 163rd St ","36690","00000","00000"
"7895752546","XT252E    ","NJ","PAS","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","147         ","Avenue A            ","                    ","12110","17170","17190"
"7361761185","YRP7579   ","PA","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","F","3915        ","Broadway            ","                    ","13610","37030","37050"
"7714184796","YSC66N    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","F","961         ","St Nicholas Ave     ","                    ","31190","36930","36950"
"7714188157","YVE0820   ","PA","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","201         ","E 71st St           ","                    ","18410","10210","10110"
"7275081696","XT803H    ","NJ","PAS","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","410         ","Grand St            ","                    ","21690","15510","11910"
"7506005931","ZDP44G    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","K    ","F","658         ","Grand St            ","                    ","45130","55430","58330"
"7710154610","XK924D    ","NJ","PAS","20100326","48-Bike Lane                                                                     ","48","115","NY   ","O","1568        ","1st Ave             ","                    ","10010","18610","18630"
"7361761173","ZMK15P    ","NJ","PAS","20100303","48-Bike Lane                                                                     ","48","115","NY   ","F","1062        ","St Nicholas Ave     ","                    ","31190","37030","37050"
"7964526698","XC492V    ","NJ","PAS","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","626         ","Hudson St           ","                    ","23190","23790","23090"
"7973743339","XV9929    ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","684         ","St Nicholas Ave     ","                    ","31190","36590","36670"
"7287504560","VVY28P    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","306         ","W 77th St           ","                    ","35310","44990","29690"
"7325461975","XW5158    ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","315         ","W 106th St          ","                    ","35890","44990","29690"
"7264324461","WRG65Z    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","173         ","Lafayette St        ","                    ","24390","21690","13810"
"7889465520","WRT13X    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","45          ","5th Ave             ","                    ","10410","17210","17230"
"7932938764","XX4580    ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","181         ","Chrystie St         ","                    ","15310","29890","31490"
"7729886595","XC676V    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","K    ","I","S           ","5th Ave             ","15ft E/of 8th St    ","05580","00000","00000"
"7774191690","XD950C    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","BX   ","I","W           ","Grand Concourse     ","40ft N/of E 197th St","00000","00000","00000"
"7712205565","XE3563    ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","346         ","E 120th St          ","                    ","19350","10110","10010"
"7301089661","XR565F    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","210         ","St Nicholas Ave     ","                    ","31190","36170","36190"
"7264324450","XK757A    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","173         ","Lafayette St        ","                    ","24390","21690","13810"
"7336100272","XY1269    ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","66          ","Ft Washington Ave   ","                    ","21190","36990","37010"
"7865759745","XT190D    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","O","42          ","E 20th St           ","                    ","17390","13610","27800"
"7974585250","XL211Y    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","44          ","W 77th St           ","                    ","35310","14510","15710"
"7512643950","XB668B    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","K    ","F","100         ","Dekalb Ave          ","                    ","31530","63985","13230"
"7856609473","XM971M    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","O","615         ","Hudson St           ","                    ","23190","34010","23790"
"7399483322","XP331T    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","BX   ","F","3130        ","Grand Concourse     ","                    ","36420","27750","27780"
"7337767705","XG145J    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","NY   ","F","50          ","W 77th St           ","                    ","35310","14510","15710"
"7570994358","XR317J    ","NJ","PAS","20100304","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","1861        ","Lafayette Ave       ","                    ","45120","45820","70320"
"7325461197","WDP69B    ","NJ","PAS","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","211         ","W 106th St          ","                    ","35890","11710","13610"
"7399896045","XS765S    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","BX   ","F","1709        ","University Ave      ","                    ","70620","74480","48220"
"7341418783","XS8644    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","1733        ","1st Ave             ","                    ","10010","18770","18790"
"7300785487","XT915H    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","2132        ","Fredrick Douglas Blv","                    ","10810","36070","36090"
"7844175217","X3227Y    ","NJ","PAS","20100320","48-Bike Lane                                                                     ","48","115","NY   ","O","619         ","Hudson St           ","                    ","23190","34010","23790"
"7183376205","XJ501C    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","BX   ","F","2475        ","Grand Concourse     ","                    ","36420","27300","29220"
"7942967955","X3318T    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","119         ","W 10th St           ","                    ","33970","28290","21740"
"7524647694","X3859U    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","K    ","I","S           ","Hanson Pl           ","50ft E/of Willoughby","47130","00000","00000"
"7938945262","X4463S    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","94          ","W 9th St            ","                    ","33950","10410","13113"
"7873660382","XJ672L    ","NJ","PAS","20100301","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","559         ","Hudson St           ","                    ","23190","28690","33990"
"7842554432","XL211Y    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","NY   ","F","141         ","5th Ave             ","                    ","10410","17390","17410"
"7714185016","YUN51J    ","NJ","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","1045        ","St Nicholas Ave     ","                    ","31190","37010","37030"
"7773386754","YWM8528   ","PA","PAS","20100304","48-Bike Lane                                                                     ","48","115","BX   ","F","2376        ","Grand Concourse     ","                    ","36420","27180","27270"
"7727272899","XT568H    ","NJ","PAS","20100324","48-Bike Lane                                                                     ","48","115","K    ","F","539         ","5th Ave             ","                    ","05580","06530","06630"
"7932161551","XM734U    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","NY   ","O","78          ","6th Ave             ","                    ","10510","32590","21690"
"7720889423","UGU27V    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","32          ","E Broadway          ","                    ","19690","14310","25890"
"7302948422","UUY10Y    ","NM","PAS","20100307","48-Bike Lane                                                                     ","48","115","NY   ","F","1864        ","Adam Clayton Powell ","                    ","00000","40404","40404"
"7176935075","UYF160    ","NY","PAS","20100305","48-Bike Lane                                                                     ","48","115","R    ","F","54          ","New Dorp Plz North  ","                    ","00000","40404","40404"
"7412368084","XR282V    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","BX   ","F","960         ","Grand Concourse     ","                    ","36420","26550","26580"
"7506404771","YXW9410   ","PA","PAS","20100316","48-Bike Lane                                                                     ","48","115","K    ","F","276         ","5th Ave             ","                    ","05580","43130","05080"
"7885746331","VYK61H    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","I","S           ","W 21st St           ","10ft E/of 8th Ave   ","34190","00000","00000"
"7845382309","XP699N    ","NJ","PAS","20100325","48-Bike Lane                                                                     ","48","115","NY   ","O","712         ","Washington St       ","                    ","33390","28690","33990"
"7720889769","WCU43G    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","F","201         ","Madison St          ","                    ","25490","29990","23990"
"7009618963","XP918L    ","NJ","PAS","20100301","48-Bike Lane                                                                     ","48","115","NY   ","O","1780        ","1st Ave             ","                    ","10010","18820","18830"
"7838602270","ZNB30X    ","NJ","PAS","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","544         ","6th Ave             ","                    ","10510","34050","34070"
"7526476234","WMS25L    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","332A        ","9th St              ","                    ","06030","05580","05680"
"7025212994","ZNB41D    ","NJ","PAS","20100315","48-Bike Lane                                                                     ","48","115","BX   ","F","2075        ","Grand Concourse     ","                    ","36420","29120","27060"
"7844176600","XN922J    ","NJ","PAS","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","431         ","E 20th St           ","                    ","17390","13113","31710"
"7316704147","XP111M    ","NJ","PAS","20100324","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","1773        ","1st Ave             ","                    ","10010","18810","18820"
"7526476222","WZG86T    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","332         ","9th St              ","                    ","06030","05580","05680"
"7900530393","XB432W    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","O           ","Other-See Comments  ","o                   ","00000","00000","00000"
"7003222383","XR805D    ","NJ","PAS","20100301","48-Bike Lane                                                           Y015001003","48","115","Q    ","I","S           ","43rd Ave            ","10ft E/of 40th St   ","09840","00000","00000"
"7388684414","XD376T    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","BX   ","F","3155        ","Valentine Ave       ","                    ","70720","40404","40404"
"7714185545","XD437Z    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","O","300         ","Ft Washington Ave   ","                    ","21190","37210","37230"
"7261079236","XF724Z    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","I","E           ","Washington St       ","20ft N/of Bethune St","33390","00000","00000"
"7385475930","XG798A    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","1739        ","University Ave      ","                    ","70620","74480","48220"
"7274716864","XJ864G    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","I","S           ","Clarkson St         ","10ft W/of Hudson St ","15420","00000","00000"
"7950558763","WEK66H    ","NJ","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","170         ","Avenue A            ","                    ","12110","17190","17210"
"7388684384","XL630W    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","BX   ","O","1429        ","Prospect Ave        ","                    ","59520","42720","26760"
"7774191938","XN145A    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","1930        ","Grand Concourse     ","                    ","36420","29920","27000"
"7542226046","XN278A    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","K    ","F","337         ","9th St              ","                    ","06030","05580","05680"
"7857041129","XN332T    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","F","418         ","Lafayette St        ","                    ","24390","17070","11820"
"7865756124","XN641C    ","NY","IRP","20100305","48-Bike Lane                                                                     ","48","115","NY   ","O","410         ","E 20th St           ","                    ","17390","13113","31710"
"7506007071","XN839D    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","953         ","Manhattan Ave       ","                    ","58330","52830","51930"
"7729324970","XD361T    ","NJ","PAS","20100330","48-Bike Lane                                                                     ","48","115","K    ","O","750         ","Grand St            ","                    ","45130","44930","51530"
"7382638844","XP793F    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","I","E           ","Grand Concourse     ","15ft S/of E 196th St","00000","00000","00000"
"7984529826","XD942H    ","NJ","PAS","20100330","48-Bike Lane                                                                     ","48","115","NY   ","F","57W         ","W 106th St          ","                    ","35890","25690","15710"
"7935369173","XRS5220   ","VA","PAS","20100307","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","137         ","E Broadway          ","                    ","19690","28790","29990"
"7930960754","XR267E    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","229         ","Chrystie St         ","                    ","15310","31490","10110"
"7730086177","XR541C    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","542         ","5th Ave             ","                    ","05580","06530","06630"
"7930960808","XR789T    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","383         ","Grand St            ","                    ","21690","27190","31890"
"7773387084","XS397A    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","2452        ","Grand Concourse     ","                    ","36420","27270","27300"
"7986065102","XS415D    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","F","219         ","W 106th St          ","                    ","35890","11710","13610"
"7934204462","XS790S    ","NJ","PAS","20100306","48-Bike Lane                                                                     ","48","115","NY   ","I","N           ","Bleecker St         ","5ft E/of Broadway   ","13310","00000","00000"
"7023210891","XT634H    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","1749        ","Grand Concourse     ","                    ","36420","20120","26910"
"1294563671","XG983W    ","NJ","PAS","20100322","                                                                                 ","48","115","NY   ","F","222         ","E 34 ST             ","                    ","17670","97740","10110"
"7032022480","XZP4783   ","NC","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","975         ","Walton Ave          ","                    ","72720","26490","26580"
"7388684529","X2314D    ","NJ","PAS","20100307","48-Bike Lane                                                                     ","48","115","BX   ","F","1200        ","Garrison Ave        ","                    ","34820","31820","16120"
"7388683630","X3133Z    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","1454        ","Grand Concourse     ","                    ","36420","26790","26820"
"7520594130","X65K80    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","396         ","5th Ave             ","                    ","05580","05730","05830"
"7730086323","X65K80    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","O","489         ","5th Ave             ","                    ","05580","06230","06330"
"7915103660","X6808N    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","345         ","8th Ave             ","                    ","10810","34290","34310"
"7194184837","X801SH    ","NY","PAS","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","975         ","Walton Ave          ","                    ","72720","26490","26580"
"7830187691","X9963X    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","182         ","5th Ave             ","                    ","10410","17430","17450"
"7742575838","XJ856W    ","NJ","PAS","20100330","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","Lafayette St        ","40ft N/of Grand St  ","24390","00000","00000"
"7939464887","WTC11H    ","NJ","PAS","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","253-249     ","Grand St            ","                    ","21690","13460","15310"
"7191766128","XL291S    ","NJ","PAS","20100318","48-Bike Lane                                                                     ","48","115","BX   ","O","1705        ","University Ave      ","                    ","70620","74480","48220"
"7388688353","YYG952    ","PA","PAS","20100317","48-Bike Lane                                                                     ","48","115","BX   ","F","536         ","E 168th St          ","                    ","26700","68020","34220"
"7191769592","XL173E    ","NJ","PAS","20100330","48-Bike Lane                                                                     ","48","115","BX   ","O","1548        ","University Ave      ","                    ","70620","10535","32320"
"7266669121","YSV47C    ","NJ","PAS","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","33          ","E 10th St           ","                    ","17190","32645","13610"
"7714185533","YSX95F    ","NJ","PAS","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","95          ","Seaman Ave          ","                    ","30190","11310","37630"
