VALID,ISSUE_DATE,ADDRESS,LAT,LON,ACCURACY
1,2010-03-25 00:00:00,  S/S W 48 ST/7 AVE Manhattan,40.7382455,-74.0000989,8
1,2010-03-09 00:00:00,  35 ST Queens,40.7661896,-73.9175352,6
1,2010-03-18 00:00:00,1584 University Ave  Bronx,40.8467897,-73.9205892,8
1,2010-03-12 00:00:00,1606 Neptune Ave  Kings,40.5788573,-73.9844295,8
1,2010-03-12 00:00:00,119 Chrystie St  Manhattan,40.7188049,-73.9937046,8
1,2010-03-12 00:00:00,1540 Grand Concourse  Bronx,40.8419261,-73.9120032,8
1,2010-03-12 00:00:00,2675 Grand Concourse  Bronx,40.8667949,-73.8942451,8
1,2010-03-25 00:00:00,S Bleecker St 2ft W/of Broadway Manhattan,40.7427976,-73.9891981,8
1,2010-03-12 00:00:00,28 E Broadway  Manhattan,40.7137220,-73.9966710,8
1,2010-03-12 00:00:00,1880 Lafayette Ave  Bronx,40.8218668,-73.8592648,8
1,2010-03-12 00:00:00,57 W 106th St  Manhattan,40.7990292,-73.9618784,8
1,2010-03-13 00:00:00,424 E 10th St  Manhattan,40.7251690,-73.9764480,8
1,2010-03-02 00:00:00,26 E Broadway  Manhattan,40.7137260,-73.9967630,8
1,2010-03-12 00:00:00,371 5th Ave  Kings,36.1158929,-119.5542697,8
1,2010-03-12 00:00:00,425 Grand St  Manhattan,40.7155139,-73.9860632,8
1,2010-03-02 00:00:00,E Lewis St 30ft S/of Broome St Manhattan,40.7194885,-73.9944461,6
1,2010-03-13 00:00:00,E Grand St 30ft S/of Bialystoke Manhattan,40.7834345,-73.9662495,4
1,2010-03-12 00:00:00,1830 1st Ave  Manhattan,40.7508833,-73.9684479,8
1,2010-03-12 00:00:00,E Grand Concourse 10ft N/of E Burnside Bronx,40.8500000,-73.8666670,4
1,2010-03-13 00:00:00,115 E 90th St  Manhattan,40.7824478,-73.9544338,8
1,2010-03-25 00:00:00,309 W 106th St  Manhattan,40.8021640,-73.9690660,8
1,2010-03-12 00:00:00,1526 Grand Concourse  Bronx,40.8417050,-73.9116880,8
1,2010-03-12 00:00:00,2340 Grand Concourse  Bronx,40.8583116,-73.8991076,8
1,2010-03-02 00:00:00,W 8th Ave 80ft N/of W 31st St Manhattan,40.7496064,-73.9932200,6
1,2010-03-13 00:00:00,560 W 218th St  Manhattan,40.8723832,-73.9169401,8
1,2010-03-12 00:00:00,650 Melrose Ave  Bronx,40.8186560,-73.9163810,8
1,2010-03-18 00:00:00,246 W 106th St  Manhattan,40.8008080,-73.9673370,8
1,2010-03-12 00:00:00,1526 Neptune Ave  Kings,40.5789097,-73.9839679,8
1,2010-03-14 00:00:00,87 Lafayette St  Manhattan,40.7173070,-74.0011440,8
1,2010-03-16 00:00:00,436 3rd Ave  Kings,40.6724019,-73.9902316,8
1,2010-03-02 00:00:00,1091 St Nicholas Ave  Manhattan,40.8382127,-73.9399219,8
1,2010-03-12 00:00:00,409 5th Ave  Kings,36.1158707,-119.5542696,8
1,2010-03-02 00:00:00,3045 Grand Concourse  Bronx,40.8742919,-73.8872330,8
1,2010-03-05 00:00:00,369 5TH AVE  Kings,36.1158942,-119.5542697,8
1,2010-03-10 00:00:00,436 5TH AVE  Kings,36.1151400,-119.5542559,8
1,2010-03-17 00:00:00,E Greenwich St 25ft S/of Christophe Manhattan,40.7834345,-73.9662495,4
1,2010-03-08 00:00:00,285 HUDSON ST  Manhattan,40.7255420,-74.0079280,8
1,2010-03-25 00:00:00,172-06 Linden Blvd  Queens,40.6917160,-73.7778020,8
1,2010-03-10 00:00:00,421 5TH AVE  Kings,36.1158670,-119.5542695,8
1,2010-03-09 00:00:00,284 5TH AVE  Bronx,40.8242813,-73.8090145,8
1,2010-03-25 00:00:00,2182 GRAND CONCOURSE  Bronx,40.8553896,-73.9010001,8
1,2010-03-02 00:00:00,111 W 225th St  Bronx,40.8747220,-73.9106660,8
1,2010-03-26 00:00:00,550 5th Ave  Kings,40.6656143,-73.9893051,8
1,2010-03-17 00:00:00,510 Greenwich St  Manhattan,40.7257842,-74.0093155,8
1,2010-03-24 00:00:00,122 Ashland Pl  Kings,40.6924428,-73.9791964,8
1,2010-03-25 00:00:00,207 Madison St  Manhattan,40.7127085,-73.9895190,8
1,2010-03-24 00:00:00,1705 UNIVERSITY AVE  Bronx,40.8496565,-73.9168146,8
1,2010-03-01 00:00:00,337 9TH ST  Kings,40.6688493,-73.9852317,8
1,2010-03-17 00:00:00,184 Avenue C  Manhattan,40.7266296,-73.9766156,8
1,2010-03-15 00:00:00,1777 1st Ave  Manhattan,40.7806420,-73.9469750,8
1,2010-03-24 00:00:00,86 Ft Washington Ave  Manhattan,40.8383732,-73.9436668,8
1,2010-03-18 00:00:00,1411 Grand Concourse  Bronx,40.8390964,-73.9139060,8
1,2010-03-17 00:00:00,2266 1st Ave  Manhattan,40.7962210,-73.9348520,8
1,2010-03-16 00:00:00,1764 1st Ave  Manhattan,40.7803640,-73.9466306,8
1,2010-03-02 00:00:00,407 E 114th St  Manhattan,40.7945460,-73.9357588,8
1,2010-03-02 00:00:00,338 Lincoln Rd  Kings,40.6612730,-73.9515900,8
1,2010-03-15 00:00:00,43 5th Ave  Manhattan,40.7340490,-73.9949420,8
1,2010-03-03 00:00:00,1721 UNIVERSITY AVE  Bronx,40.8496801,-73.9167806,8
1,2010-03-25 00:00:00,87 Avenue C  Manhattan,40.7234795,-73.9793257,8
1,2010-03-25 00:00:00,460 Willis Ave  Bronx,40.8138470,-73.9189940,8
1,2010-03-17 00:00:00,O Other-See Comments o Manhattan,40.7834345,-73.9662495,4
1,2010-03-02 00:00:00,296 Cumberland St  Kings,40.6869220,-73.9729090,8
1,2010-03-17 00:00:00,1574 1 AVE  Manhattan,40.7739810,-73.9510449,8
1,2010-03-06 00:00:00,150 W 47 ST  Manhattan,40.7586230,-73.9838150,8
1,2010-03-02 00:00:00,10 Warren St  Manhattan,40.7140279,-74.0073961,8
1,2010-03-12 00:00:00,100 FT WASHINGTON AVE  Manhattan,40.8385390,-73.9432980,8
1,2010-03-15 00:00:00,2288 1st Ave  Manhattan,40.7969926,-73.9345966,8
1,2010-03-24 00:00:00,260 E Broadway  Manhattan,40.7144990,-73.9847850,8
1,2010-03-29 00:00:00,243 Neptune Ave  Kings,40.5816720,-73.9624330,8
1,2010-03-02 00:00:00,411 5th Ave  Kings,40.6700019,-73.9852100,8
1,2010-03-29 00:00:00,189 Avenue C  Manhattan,40.7269107,-73.9767974,8
1,2010-03-29 00:00:00,94 Dekalb Ave  Kings,40.6898270,-73.9790898,8
1,2010-03-21 00:00:00,821 6th Ave  Manhattan,40.7464360,-73.9905910,8
1,2010-03-02 00:00:00,79 Avenue A  Manhattan,40.7250667,-73.9844422,8
1,2010-03-29 00:00:00,10 Warren St  Manhattan,40.7140279,-74.0073961,8
1,2010-03-16 00:00:00,  20' W/O 7TH AVE Manhattan,40.7377220,-74.0008850,8
1,2010-03-02 00:00:00,58 E Broadway  Manhattan,40.7138330,-73.9953309,8
1,2010-03-02 00:00:00,W St Nicholas Ave 50ft N/of W 138th St Manhattan,40.8184301,-73.9451467,6
1,2010-03-02 00:00:00,105 E 90th St  Manhattan,40.7825919,-73.9547682,8
1,2010-03-22 00:00:00,300 Ft Washington Ave  Manhattan,40.8450800,-73.9405200,8
1,2010-03-02 00:00:00,1729 University Ave  Bronx,40.8498311,-73.9165626,8
1,2010-03-27 00:00:00,2588 Bedford Ave  Kings,40.6400720,-73.9544870,8
1,2010-03-02 00:00:00,359 W 20th St  Manhattan,40.7445880,-74.0021000,8
1,2010-03-02 00:00:00,1709 University Ave  Bronx,40.8496624,-73.9168061,8
1,2010-03-22 00:00:00,1111 Gerard Ave  Bronx,40.8336060,-73.9217100,8
1,2010-03-25 00:00:00,189 Chrystie St  Manhattan,40.7218800,-73.9922750,8
1,2010-03-02 00:00:00,2025 1st Ave  Manhattan,40.7887180,-73.9410879,8
1,2010-03-02 00:00:00,50 W 77th St  Manhattan,40.7803790,-73.9760760,8
1,2010-03-02 00:00:00,35 E 9th St  Manhattan,40.7319834,-73.9936416,8
1,2010-03-19 00:00:00,3184 Grand Concourse  Bronx,40.8765400,-73.8851690,8
1,2010-03-27 00:00:00,312 E 91st St  Manhattan,40.7806515,-73.9486618,8
1,2010-03-17 00:00:00,414 W 20th St  Manhattan,40.7447890,-74.0036980,8
1,2010-03-02 00:00:00,45 Madison St  Manhattan,40.7119009,-73.9983186,8
1,2010-03-24 00:00:00,912 Manhattan Ave  Kings,40.7306019,-73.9542131,8
1,2010-03-02 00:00:00,19 E Broadway  Manhattan,40.7134324,-73.9968385,8
1,2010-03-20 00:00:00,823 E New York Ave  Kings,40.6626492,-73.9354990,8
1,2010-03-22 00:00:00,114 E 90th St  Manhattan,40.7822571,-73.9544342,8
1,2010-03-22 00:00:00,217 W 106th St  Manhattan,40.8012030,-73.9667930,8
1,2010-03-29 00:00:00,303 W 106th St  Manhattan,40.8020780,-73.9688640,8
1,2010-03-22 00:00:00,250 Fort Washington Ave  Manhattan,40.8434950,-73.9411420,8
1,2010-03-29 00:00:00,180 W 90th St  Manhattan,40.7901307,-73.9729150,8
1,2010-03-18 00:00:00,45-05 34th Ave  Queens,40.7522022,-73.8997038,8
1,2010-03-16 00:00:00,1970 UNIVERSITY AVE  Bronx,40.8532606,-73.9125714,8
1,2010-03-22 00:00:00,E Clinton St 80ft S/of Grand St Manhattan,40.7533040,-73.9887890,9
1,2010-03-22 00:00:00,184 Avenue C  Manhattan,40.7266296,-73.9766156,8
1,2010-03-19 00:00:00,30 Seaman Ave  Manhattan,40.8671300,-73.9272280,8
1,2010-03-19 00:00:00,100 De Kalb Ave  Kings,40.6897443,-73.9788537,8
1,2010-03-22 00:00:00,45 Gramercy Park  Manhattan,40.7381149,-73.9851662,8
1,2010-03-22 00:00:00,445 Lafayette St  Manhattan,40.7298511,-73.9912636,8
1,2010-03-29 00:00:00,1540 Grand Concourse  Bronx,40.8419261,-73.9120032,8
1,2010-03-29 00:00:00,1052 Gerard Ave  Bronx,40.8318643,-73.9222973,8
1,2010-03-19 00:00:00,131 Chrystie St  Manhattan,40.7194048,-73.9933656,8
1,2010-03-20 00:00:00,332 9th St  Kings,40.6687041,-73.9856576,8
1,2010-03-22 00:00:00,228 Ft Washington Ave  Manhattan,40.8429452,-73.9418168,8
1,2010-03-25 00:00:00,1770 Grand Concourse  Bronx,40.8456199,-73.9096370,8
1,2010-03-25 00:00:00,632 Hudson St  Manhattan,40.7384250,-74.0053760,8
1,2010-03-20 00:00:00,530 E 20th St  Manhattan,40.7337828,-73.9770709,8
1,2010-03-22 00:00:00,55 5th Ave  Manhattan,40.7350139,-73.9942668,8
1,2010-03-22 00:00:00,92 Manhattan Ave  Kings,40.7054545,-73.9445241,8
1,2010-03-19 00:00:00,144 Seaman Ave  Manhattan,40.8691065,-73.9223400,8
1,2010-03-19 00:00:00,E 7th Ave 30ft S/of 84th St Kings,40.6138970,-74.0105040,6
1,2010-03-18 00:00:00,211 W 106th St  Manhattan,40.8009830,-73.9665753,8
1,2010-03-22 00:00:00,141-24 Jewel Ave  Queens,40.7296410,-73.8238720,8
1,2010-03-17 00:00:00,281 Lafayette St  Manhattan,40.7239750,-73.9962090,8
1,2010-03-17 00:00:00,332 E 9th St  Manhattan,40.7284890,-73.9861400,8
1,2010-03-03 00:00:00,24 E Broadway  Manhattan,40.7137070,-73.9968510,8
1,2010-03-19 00:00:00,511 E 20th St  Manhattan,40.7341530,-73.9772770,8
1,2010-03-03 00:00:00,757 St Nicholas Ave  Manhattan,40.8261112,-73.9435723,8
1,2010-03-03 00:00:00,110 Lafayette St  Manhattan,40.7181633,-74.0009596,8
1,2010-03-25 00:00:00,45 5th Ave  Manhattan,40.7342361,-73.9947141,8
1,2010-03-03 00:00:00,206 W 106th St  Manhattan,40.8005100,-73.9666249,8
1,2010-03-02 00:00:00,255 Ft Washington Ave  Manhattan,40.8437304,-73.9414074,8
1,2010-03-15 00:00:00,185 Avenue C  Manhattan,40.7268090,-73.9770476,8
1,2010-03-03 00:00:00,1234 E New York Ave  Kings,40.6675410,-73.9213880,8
1,2010-03-03 00:00:00,185 Avenue C  Manhattan,40.7268090,-73.9770476,8
1,2010-03-02 00:00:00,751 St Nicholas Ave  Manhattan,40.8258670,-73.9438289,8
1,2010-03-22 00:00:00,2476 Grand Concourse  Bronx,40.8616888,-73.8973173,8
1,2010-03-22 00:00:00,1719 University Ave  Bronx,40.8496771,-73.9167848,8
1,2010-03-15 00:00:00,1606 1st Ave  Manhattan,40.7751055,-73.9504788,8
1,2010-03-03 00:00:00,W Bedford Ave 5ft N/of Crown St Kings,40.6659840,-73.9453010,6
1,2010-03-03 00:00:00,300 5th Ave  Kings,40.6736751,-73.9827232,8
1,2010-03-03 00:00:00,2501 Grand Concourse  Bronx,40.8628460,-73.8974360,8
1,2010-03-19 00:00:00,144 Seaman Ave  Manhattan,40.8691065,-73.9223400,8
1,2010-03-03 00:00:00,522 3rd Ave  Kings,40.6695862,-73.9927465,8
1,2010-03-01 00:00:00,925 8th Ave  Manhattan,40.7653788,-73.9841068,8
1,2010-03-27 00:00:00,136-23 Sanford Ave  Queens,40.7543362,-73.8350589,8
1,2010-03-03 00:00:00,145 4th Ave  Manhattan,40.7338990,-73.9898048,8
1,2010-03-03 00:00:00,737 St Nicholas Ave  Manhattan,40.8253090,-73.9442200,8
1,2010-03-03 00:00:00,1005 St Andrews Plz  Manhattan,40.7129678,-74.0029192,6
1,2010-03-23 00:00:00,2105 1st Ave  Manhattan,40.7911840,-73.9393410,8
1,2010-03-03 00:00:00,E 5th Ave 5ft S/of E 18th St Manhattan,40.7364447,-73.9869694,6
1,2010-03-03 00:00:00,E Greenwich St 25ft S/of Christophe Manhattan,40.7834345,-73.9662495,4
1,2010-03-01 00:00:00,75-73 Seaman Ave  Manhattan,40.8677590,-73.9252540,8
1,2010-03-03 00:00:00,W W 146th St 3ft S/of W 163rd St Manhattan,40.8373798,-73.9411029,6
1,2010-03-23 00:00:00,147 Avenue A  Manhattan,40.7275490,-73.9828300,8
1,2010-03-03 00:00:00,3915 Broadway  Manhattan,40.8384200,-73.9422610,8
1,2010-03-03 00:00:00,961 St Nicholas Ave  Manhattan,40.8334690,-73.9408050,8
1,2010-03-17 00:00:00,201 E 71st St  Manhattan,40.7689887,-73.9606871,8
1,2010-03-23 00:00:00,410 Grand St  Manhattan,40.7159216,-73.9860756,8
1,2010-03-03 00:00:00,658 Grand St  Kings,40.7113683,-73.9461229,8
1,2010-03-26 00:00:00,1568 1st Ave  Manhattan,40.7738885,-73.9513817,8
1,2010-03-03 00:00:00,1062 St Nicholas Ave  Manhattan,40.8370921,-73.9401014,8
1,2010-03-18 00:00:00,626 Hudson St  Manhattan,40.7382700,-74.0052960,8
1,2010-03-22 00:00:00,684 St Nicholas Ave  Manhattan,40.8237972,-73.9448874,8
1,2010-03-04 00:00:00,306 W 77th St  Manhattan,40.7832096,-73.9825838,8
1,2010-03-22 00:00:00,315 W 106th St  Manhattan,40.8021320,-73.9695100,8
1,2010-03-04 00:00:00,173 Lafayette St  Manhattan,40.7201437,-73.9989731,8
1,2010-03-04 00:00:00,45 5th Ave  Manhattan,40.7342361,-73.9947141,8
1,2010-03-22 00:00:00,181 Chrystie St  Manhattan,40.7215918,-73.9922078,8
1,2010-03-04 00:00:00,S 5th Ave 15ft E/of 8th St Kings,33.5092280,-112.0639648,6
1,2010-03-04 00:00:00,W Grand Concourse 40ft N/of E 197th St Bronx,40.8672350,-73.8897400,6
1,2010-03-04 00:00:00,346 E 120th St  Manhattan,40.7987818,-73.9341693,8
1,2010-03-17 00:00:00,210 St Nicholas Ave  Manhattan,40.8072231,-73.9528668,8
1,2010-03-04 00:00:00,173 Lafayette St  Manhattan,40.7201437,-73.9989731,8
1,2010-03-22 00:00:00,66 Ft Washington Ave  Manhattan,40.8376765,-73.9440795,8
1,2010-03-17 00:00:00,42 E 20th St  Manhattan,40.7385408,-73.9885045,8
1,2010-03-04 00:00:00,44 W 77th St  Manhattan,40.7802574,-73.9756958,8
1,2010-03-01 00:00:00,100 Dekalb Ave  Kings,40.6897443,-73.9788537,8
1,2010-03-04 00:00:00,615 Hudson St  Manhattan,40.7378648,-74.0058155,8
1,2010-03-04 00:00:00,3130 Grand Concourse  Bronx,40.8748949,-73.8864310,8
1,2010-03-01 00:00:00,50 W 77th St  Manhattan,40.7803790,-73.9760760,8
1,2010-03-04 00:00:00,1861 Lafayette Ave  Bronx,40.8227840,-73.8612179,8
1,2010-03-15 00:00:00,211 W 106th St  Manhattan,40.8009830,-73.9665753,8
1,2010-03-04 00:00:00,1709 University Ave  Bronx,40.8496624,-73.9168061,8
1,2010-03-04 00:00:00,1733 1st Ave  Manhattan,40.7794245,-73.9476029,8
1,2010-03-04 00:00:00,2132 Fredrick Douglas Blv  Manhattan,40.8037690,-73.9554230,8
1,2010-03-20 00:00:00,619 Hudson St  Manhattan,40.7379950,-74.0058720,8
1,2010-03-01 00:00:00,2475 Grand Concourse  Bronx,40.8618332,-73.8977134,8
1,2010-03-04 00:00:00,119 W 10th St  Manhattan,40.7345150,-74.0000197,8
-1,2010-03-04 00:00:00,S Hanson Pl 50ft E/of Willoughby Kings,0,0,0
1,2010-03-04 00:00:00,94 W 9th St  Manhattan,40.7341345,-73.9991758,8
1,2010-03-01 00:00:00,559 Hudson St  Manhattan,40.7354287,-74.0061670,8
1,2010-03-01 00:00:00,141 5th Ave  Manhattan,40.7400475,-73.9904856,8
1,2010-03-04 00:00:00,1045 St Nicholas Ave  Manhattan,40.8364891,-73.9401079,8
1,2010-03-04 00:00:00,2376 Grand Concourse  Bronx,40.8594014,-73.8984778,8
1,2010-03-24 00:00:00,539 5th Ave  Kings,40.6659226,-73.9888642,8
1,2010-03-01 00:00:00,78 6th Ave  Manhattan,40.7221291,-74.0053776,8
1,2010-03-05 00:00:00,32 E Broadway  Manhattan,40.7137370,-73.9964959,8
1,2010-03-07 00:00:00,1864 Adam Clayton Powell  Manhattan,40.8016390,-73.9541840,8
1,2010-03-05 00:00:00,54 New Dorp Plz North  Richmond,40.5733060,-74.1167339,8
1,2010-03-17 00:00:00,960 Grand Concourse  Bronx,40.8291570,-73.9206830,8
1,2010-03-16 00:00:00,276 5th Ave  Kings,40.6743985,-73.9821230,8
1,2010-03-05 00:00:00,S W 21st St 10ft E/of 8th Ave Manhattan,40.5794927,-73.9759308,9
1,2010-03-25 00:00:00,712 Washington St  Manhattan,40.7351475,-74.0085152,8
1,2010-03-06 00:00:00,201 Madison St  Manhattan,40.7127829,-73.9899301,8
1,2010-03-01 00:00:00,1780 1st Ave  Manhattan,40.7811350,-73.9452378,8
1,2010-03-18 00:00:00,544 6th Ave  Manhattan,40.7377749,-73.9963534,8
1,2010-03-05 00:00:00,332A 9th St  Kings,40.6687140,-73.9856770,8
1,2010-03-15 00:00:00,2075 Grand Concourse  Bronx,40.8534780,-73.9033570,8
1,2010-03-24 00:00:00,431 E 20th St  Manhattan,40.7347060,-73.9786290,8
1,2010-03-24 00:00:00,1773 1st Ave  Manhattan,40.7805302,-73.9468373,8
1,2010-03-05 00:00:00,332 9th St  Kings,40.6687041,-73.9856576,8
1,2010-03-05 00:00:00,O Other-See Comments o Bronx,40.8500000,-73.8666670,4
1,2010-03-01 00:00:00,S 43rd Ave 10ft E/of 40th St Queens,40.7418094,-73.9246716,6
1,2010-03-06 00:00:00,3155 Valentine Ave  Bronx,40.8742045,-73.8848717,8
1,2010-03-05 00:00:00,300 Ft Washington Ave  Manhattan,40.8450800,-73.9405200,8
1,2010-03-05 00:00:00,E Washington St 20ft N/of Bethune St Manhattan,40.7370370,-74.0069900,8
1,2010-03-05 00:00:00,1739 University Ave  Bronx,40.8501511,-73.9163817,8
1,2010-03-06 00:00:00,S Clarkson St 10ft W/of Hudson St Manhattan,40.7293739,-74.0057771,8
1,2010-03-17 00:00:00,170 Avenue A  Manhattan,40.7283354,-73.9817024,8
1,2010-03-06 00:00:00,1429 Prospect Ave  Bronx,40.8329557,-73.8966379,8
1,2010-03-05 00:00:00,1930 Grand Concourse  Bronx,40.8501110,-73.9051035,8
1,2010-03-06 00:00:00,337 9th St  Kings,40.6688493,-73.9852317,8
1,2010-03-06 00:00:00,418 Lafayette St  Manhattan,40.7286874,-73.9924779,8
1,2010-03-05 00:00:00,410 E 20th St  Manhattan,40.7344400,-73.9794070,8
1,2010-03-05 00:00:00,953 Manhattan Ave  Kings,40.7319056,-73.9548979,8
1,2010-03-30 00:00:00,750 Grand St  Kings,40.7116613,-73.9432823,8
1,2010-03-05 00:00:00,E Grand Concourse 15ft S/of E 196th St Bronx,40.8678137,-73.8928179,6
1,2010-03-30 00:00:00,57W W 106th St  Manhattan,40.7990292,-73.9618784,8
1,2010-03-07 00:00:00,137 E Broadway  Manhattan,40.7137260,-73.9915160,8
1,2010-03-05 00:00:00,229 Chrystie St  Manhattan,40.7233280,-73.9913270,8
1,2010-03-05 00:00:00,542 5th Ave  Kings,40.6659390,-73.9891721,8
1,2010-03-05 00:00:00,383 Grand St  Manhattan,40.7161667,-73.9882654,8
1,2010-03-05 00:00:00,2452 Grand Concourse  Bronx,40.8609700,-73.8973850,8
1,2010-03-06 00:00:00,219 W 106th St  Manhattan,40.8012480,-73.9668990,8
1,2010-03-06 00:00:00,N Bleecker St 5ft E/of Broadway Manhattan,40.7427976,-73.9891981,8
1,2010-03-05 00:00:00,1749 Grand Concourse  Bronx,40.8461049,-73.9103739,8
1,2010-03-22 00:00:00,222 E 34 ST  Manhattan,40.7449390,-73.9769980,8
1,2010-03-05 00:00:00,975 Walton Ave  Bronx,40.8296967,-73.9227243,8
1,2010-03-07 00:00:00,1200 Garrison Ave  Bronx,40.8206480,-73.8873930,8
1,2010-03-05 00:00:00,1454 Grand Concourse  Bronx,40.8398830,-73.9126129,8
1,2010-03-05 00:00:00,396 5th Ave  Kings,36.1151527,-119.5542560,8
1,2010-03-05 00:00:00,489 5th Ave  Kings,36.1158465,-119.5542694,8
1,2010-03-05 00:00:00,345 8th Ave  Manhattan,40.7482006,-73.9968244,8
1,2010-03-05 00:00:00,975 Walton Ave  Bronx,40.8296967,-73.9227243,8
1,2010-03-05 00:00:00,182 5th Ave  Manhattan,40.7412875,-73.9899407,8
1,2010-03-30 00:00:00,W Lafayette St 40ft N/of Grand St Manhattan,40.7176223,-73.9922547,6
1,2010-03-24 00:00:00,253-249 Grand St  Manhattan,40.7180639,-73.9940424,8
1,2010-03-18 00:00:00,1705 University Ave  Bronx,40.8496565,-73.9168146,8
1,2010-03-17 00:00:00,536 E 168th St  Bronx,40.8307831,-73.9053279,8
1,2010-03-30 00:00:00,1548 University Ave  Bronx,40.8450978,-73.9223195,8
1,2010-03-05 00:00:00,33 E 10th St  Manhattan,40.7325266,-73.9928575,8
1,2010-03-05 00:00:00,95 Seaman Ave  Manhattan,40.8683270,-73.9244076,8
1,2010-03-05 00:00:00,264 E 10th St  Manhattan,40.7282420,-73.9837400,8
1,2010-03-05 00:00:00,916 Manhattan Ave  Kings,40.7306810,-73.9539960,8
1,2010-03-06 00:00:00,121 Smith St  Kings,40.6876732,-73.9897208,8
1,2010-03-06 00:00:00,336 Ft Washington Ave  Manhattan,40.8462040,-73.9400499,8
1,2010-03-06 00:00:00,421 5th Ave  Kings,40.6697228,-73.9856074,8
1,2010-03-30 00:00:00,432 Lafayette St  Manhattan,40.7293220,-73.9924120,8
1,2010-03-30 00:00:00,1882 Grand Concourse  Bronx,40.8487480,-73.9061180,8
1,2010-03-06 00:00:00,647 Avenue C  Manhattan,40.7354455,-73.9751552,8
1,2010-03-02 00:00:00,963 Prospect Ave  Bronx,40.8226998,-73.9005578,8
1,2010-03-06 00:00:00,1003 St Nicholas Ave  Manhattan,40.8349020,-73.9398972,8
1,2010-03-25 00:00:00,1773 1st Ave  Manhattan,40.7805302,-73.9468373,8
1,2010-03-05 00:00:00,2133 1st Ave  Manhattan,40.7921294,-73.9383778,8
1,2010-03-19 00:00:00,N Bleecker St 200ft E/of Laguardia Manhattan,40.7834345,-73.9662495,4
1,2010-03-24 00:00:00,2632 3rd Ave  Bronx,40.8125930,-73.9242400,8
1,2010-03-22 00:00:00,135 Haven Ave  Manhattan,40.8454545,-73.9423302,8
1,2010-03-30 00:00:00,217 5th Ave  Kings,40.6760431,-73.9805998,8
1,2010-03-24 00:00:00,3902 8th Ave  Kings,40.6471997,-73.9974011,8
1,2010-03-08 00:00:00,20-69 35th St  Queens,40.7768280,-73.9060990,8
1,2010-03-03 00:00:00,1448 1 AVE  Manhattan,40.7698833,-73.9542434,8
1,2010-03-30 00:00:00,2555 Grand Concourse  Bronx,40.8639150,-73.8966020,8
1,2010-03-01 00:00:00,730 Ft Washington Ave  Manhattan,40.8582400,-73.9342060,8
1,2010-03-17 00:00:00,447 Ft Washington Ave  Manhattan,40.8502740,-73.9388910,8
1,2010-03-30 00:00:00,300 Ft Washington Ave  Manhattan,40.8450800,-73.9405200,8
1,2010-03-08 00:00:00,61 W 106th St  Manhattan,40.7991610,-73.9619360,8
1,2010-03-08 00:00:00,169 10th Ave  Manhattan,40.7460435,-74.0056009,8
1,2010-03-30 00:00:00,40 W 106th St  Manhattan,40.7982350,-73.9612329,8
1,2010-03-30 00:00:00,19 W 106th St  Manhattan,40.7987050,-73.9608560,8
1,2010-03-08 00:00:00,890 Broadway  Manhattan,40.7386762,-73.9898272,8
1,2010-03-08 00:00:00,185 Avenue C  Manhattan,40.7268090,-73.9770476,8
1,2010-03-08 00:00:00,48 8th Ave  Manhattan,40.7384784,-74.0036480,8
1,2010-03-08 00:00:00,W 1st Ave 20ft S/of E 118th St Manhattan,40.7992530,-73.9390620,6
1,2010-03-08 00:00:00,383 Grand St  Manhattan,40.7161667,-73.9882654,8
1,2010-03-01 00:00:00,1278 Grand Concourse  Bronx,40.8360020,-73.9155720,8
1,2010-03-01 00:00:00,57 E 167th St  Bronx,40.8356728,-73.9206973,8
1,2010-03-08 00:00:00,N E 12th St 40ft E/of 5th Ave Manhattan,40.7484326,-73.9845368,6
1,2010-03-01 00:00:00,240 Dekalb Ave  Kings,40.6892480,-73.9695459,8
1,2010-03-08 00:00:00,N Sanford Ave 110ft E/of Frame Pl Queens,40.7557389,-73.8307331,6
1,2010-03-08 00:00:00,2860 Grand Concourse  Bronx,40.8702300,-73.8900060,8
1,2010-03-08 00:00:00,326 W 77th St  Manhattan,40.7835021,-73.9832463,8
1,2010-03-25 00:00:00,1764 1st Ave  Manhattan,40.7803640,-73.9466306,8
1,2010-03-08 00:00:00,W 8th Ave 10ft S/of W 31st St Manhattan,40.7496064,-73.9932200,6
1,2010-03-08 00:00:00,1780 1st Ave  Manhattan,40.7811350,-73.9452378,8
1,2010-03-08 00:00:00,147 Reade St  Manhattan,40.7165028,-74.0100891,8
1,2010-03-08 00:00:00,425 Grand St  Manhattan,40.7155139,-73.9860632,8
1,2010-03-19 00:00:00,1381 St Marks Ave  Kings,40.6739109,-73.9225950,8
1,2010-03-28 00:00:00,156 5th Ave  Manhattan,40.7398640,-73.9909830,8
1,2010-03-08 00:00:00,426 E 9th St  Manhattan,40.7274540,-73.9837070,8
1,2010-03-08 00:00:00,3130 Grand Concourse  Bronx,40.8748949,-73.8864310,8
1,2010-03-08 00:00:00,635 E 169th St  Bronx,40.8317420,-73.9011529,8
1,2010-03-08 00:00:00,338 W 77th St  Manhattan,40.7836834,-73.9836572,8
1,2010-03-17 00:00:00,2374 GRAND CONCOURSE  Bronx,40.8594050,-73.8982670,8
1,2010-03-25 00:00:00,225 ST NICHOLAS AVE  Manhattan,40.8080972,-73.9529636,8
1,2010-03-08 00:00:00,2105 Grand Concourse  Bronx,40.8543530,-73.9024668,8
